En, Ib
"For it is not those who hear the law who are righteous in God’s sight, but it is those who obey the law who will be declared righteous.","Maka na ọ bụgụ nde nụrụ ihe ya iwum kwuru bụ nde a na-agụye na nde ụmara-ọma na ihu Chineke, kama ọ bụ nde ruberi isi mie ihe e deri na iwu bụ nde a gụrụ na nde ụmara-ọma."
"(Indeed, when Gentiles, who do not have the law, do by nature things required by the law, they are a law for themselves, even though they do not have the law.","Maka na ya ọ bụrụ na nde aabụgụ nde Juu, bụ nde aanịdịgị ya iwum, akpụtam na obu wo mie ihe ya iwum chọrụ, ị hụgụ na wo abụworu nde deberi iwu, na-agbayegi na a nịdịgị wo iwu."
"They show that the requirements of the law are written on their hearts, their consciences also bearing witness, and their thoughts sometimes accusing them and at other times even defending them.)",Na ụmara wo egusiwo na-agbarị ihe ya iwum kwuru na ime obu wo. Ọ bụkọ nke obu wo je na-ama wo ikpe ma ọ bụgụ na-akarị wo na ihe wo meri dị ma.
"This will take place on the day when God judges people’s secrets through Jesus Christ, as my gospel declares.","Ihie na ohu je-afụta ihe na ya izukum, mgbe Chineke je-aga ẹka Jisọs Karaịs kpie madụ oohu ikpe. Wefutedue ihe oohu zoru ezo na ime obu ụmụ madụ dịka nke m ziri na oziọma m."
The Jews and the Law,Ihe Bayeri Iwu Yaa Nde Juu
"Now you, if you call yourself a Jew; if you rely on the law and boast in God;","A bịa na unuande na-eku onwuunu nde Juu; unu na-adaberi na iwu, na-aba mba na unu bụ ndeke Chineke;"
if you know his will and approve of what is superior because you are instructed by the law;,"unu amaduworu ihe bụ ọchụchọ Chineke, marị ihe dị ma yaa nke aadịgị ma na ihu e, maka na e ziri e unu na iwu."
"if you are convinced that you are a guide for the blind, a light for those who are in the dark,","Unu maarị, ya o due unu ẹnya na unu bụ nde na-edu ndem kpuru isi, bụrụ ihe dịrị ndem nọ na ẹtụlị,"
"an instructor of the foolish, a teacher of little children, because you have in the law the embodiment of knowledge and truth—","unu bụrụ nde na-akpaziche nde iberibe ihu, na-ezi ụmụrụma ihe, maka na unu nwo ya iwum bụ ezumoke nke amamihe yaa eziokwu."
"you, then, who teach others, do you not teach yourself? You who preach against stealing, do you steal?","Unuande na-ezi nde ọzọ ihe, unu ezikogu onwuunu? Unuande na-ezi nde ọzọ wo ezusi ohi, unu na-avụnarị nde madụ ihe wo?"
"You who say that people should not commit adultery, do you commit adultery? You who abhor idols, do you rob temples?","Unuande na-ezi nde ọzọ wo ejesi na nyee madụ, unu na-eje na nyee nde ọzọ? Unuande eekwegi ihe ẹrụsị, unu ejegi wo ezunete ihe ẹrụsị?"
"You who boast in the law, do you dishonor God by breaking the law?","Unuande na-aba na-anịrị unu iwu, unu na-eweteri Chineke mkparị hite na emebi ya iwum?"
As it is written: “God’s name is blasphemed among the Gentiles because of you.”,"Dịka nke e deri e na Ẹkwụkwọ Nsọ: “Maka unuande Juu, a na-ekwuto ẹha Chineke na etiti nde aabụgụ nde Juu.”"
"Circumcision has value if you observe the law, but if you break the law, you have become as though you had not been circumcised.","Gị mie ihe iwu na-achọ, osise ọnutu abagị uru ọọbụla; ọbụ na gị bụrụ onye na-emebi iwu, na ị marị na gịa onye eesedigi ọnutu ham."
"So then, if those who are not circumcised keep the law’s requirements, will they not be regarded as though they were circumcised?","Ya ọ bụrụ na ndem eesedigi ọnutu emie ihom e deri na iwu, ọ bụ na a magị agụye wo na nde e seri ọnụ-utu?"
"The one who is not circumcised physically and yet obeys the law will condemn you who, even though you have the written code and circumcision, are a lawbreaker.","Ọ bụ nde aabụgụ nde Juu je-ama unuande Juu ikpe; na-agbayegi na-eseri unu ọnụ-utu, gbaa ya iwum agba nịa unu, unu na-emebi iwu. Ọbụ na wo na-edebe iwu na-agbayegi na-esedigi wo ọnutu nke anụhụ."
"A person is not a Jew who is one only outwardly, nor is circumcision merely outward and physical.","Madụ abụgụ onye Juu ma ya ọ bụrụ anwa na elu ụhụ, ka osise ọnutu aadị ihe ọ fụtarị ma ya ọ bụ[1]rụnwa nke elu ụhụ."
"No, a person is a Jew who is one inwardly; and circumcision is circumcision of the heart, by the Spirit, not by the written code. Such a person’s praise is not from other people, but from God.","Kamahudi onye Juu bụ onyem bụ anị na ime obu; osise ọnutu bụrụ ọmụanịm e seri na ime obu, nke Maa Nsọ meri. Ọ bụgụ nke hiteri na edebe iwum e deri ede, kama ọ bụ Maa Nsọ na-arụ a. Nde dị ya ẹɦụm bụ Chineke na-etoye wo, wo anatagị otuto na ẹka madụ. Chineke Onye Kwesiri Ntụkwasịobu"
God’s Faithfulness,Chineke Onye Kwesiri Ntụkwasịobu
"What advantage, then, is there in being a Jew, or what value is there in circumcision?","Ndaa uru ọ barị na madụ bụ onye Juu karịa nde aabụgụ nde Juu, ma ọ bụgụ ndaa uru onye e seri ọnutu riteri karịa onyem eesedigi ọnụ-utu?"
"Much in every way! First of all, the Jews have been entrusted with the very words of God.","Ọ barị uru ọkam na ụzọ dị iche iche! Nke mbụ, ọ bụ wo bụ nde Chineke weeri okwu e ye na ẹka."
What if some were unfaithful? Will their unfaithfulness nullify God’s faithfulness?,"Ya ọ bụrụ na o nwo nde ụfọdị eekwesigi na-atụkwasị wo obu, o je-ome ka Chineke eekwesisi na 3 a tụkwasị a obu?"
"Not at all! Let God be true, and every human being a liar. As it is written: “So that you may be proved right when you speak and prevail when you judge.”","Ọ gbakwagị agba! Chineke yaanịa bụrụ onye eziokwu, na ụmụ madụ oohu bụrụ nde ụga. Dịka nke e deri e na Ẹkwụkwọ Nsọ: “Na mgbe ikwuru okwu na ọ bụrụ eziokwu, e kpie gie ka ikpe na o bueri gi.”"
"But if our unrighteousness brings out God’s righteousness more clearly, what shall we say? That God is unjust in bringing his wrath on us? (I am using a human argument.)","Ya ọ bụrụ na-emechegi emeche aayị wefutecheri gusi na Chineke na-emeche emeche, ndaa ihe ayị nworu ike ikwu? Ọ fụtarị ahịaga na Chineke meluru ma ya o weso ayịande meluruni iwe-ọkụ? Ekwuru m okwu e ka madụ amaka."
"Certainly not! If that were so, how could God judge the world?","Ọ dịgị nke Chineke garị meluu! Ya ọ bụrụ na Chineke abụgụ onye ikpe nkwụm-ọtọ, ọ ga ẹgaa je je-ekpe ụwa oohu ikpe?"
"Someone might argue, “If my falsehood enhances God’s truthfulness and so increases his glory, why am I still condemned as a sinner?”","Ụfọdị nworu ike na-asị, “Ya ọ bụrụ na ịga ụga m na-ewefuteche nke Chineke garị bụrụ onye eziokwu yaa ebubie, a gakwakwarị ẹgaa na-ama m ikpe na-abụ m onye ihe ọjọọ?”"
Why not say—as some slanderously claim that we say—“Let us do evil that good may result”? Their condemnation is just!,"Ọ bụnụ a bụ na a je na-asịgazuu dịka nde ụfọdị na-agabo ayị ụga na ayị na-ekwukogezuu, “Na ayị meje ihe ọjọọ ma nke ọma gbaje.” Ikpe je-amatu wom nke o kwesiri."
No One Is Righteous,Ọ Dịgị Onye Bụ Onye Ụmara-ọma
What shall we conclude then? Do we have any advantage? Not at all! For we have already made the charge that Jews and Gentiles alike are all under the power of sin.,Ndaa ihe je-abụ oburu ikpe aayị? Ayị ka nde ọzọ ma? Ma a ga a ẹgaa? Ayị hiworuri gbue ikoro waa ya eze! Na nde Juu maa nde aabụgụ nde Juu bụtum nde ihe ọjọọ.
"As it is written: “There is no one righteous, not even one;","Dịka nke e deri e na Ẹkwụkwọ Nsọ: “Ọ dịgị onye bụ onye ụmara-ọma, ọ dịgị ma ọ bụgụ onye aanị;"
there is no one who understands; there is no one who seeks God.,"ọ dịgị onye nworu ngọta, ọ dịgị onye na-achọ Chineke."
"All have turned away, they have together become worthless; there is no one who does good, not even one.”","Wo oohu agbayeworu Chineke azụ; wo oohu abụworum ihe oheri; ọ dịgị onye na-eme ihe dị ma, ọ dịgị ma ọ bụgụ onye aanị.”"
“Their throats are open graves; their tongues practice deceit.”“The poison of vipers is on their lips.”,"“Wo jaa ọnụ na ọ dịa ka e kpuheri ili, na okwu oohu hi wo na ire abụrụ ụga ụga.” “Na okwu hi wo na ogborọnụ ana-egbu ka ibe agwọ tarị madụ.”"
“Their mouths are full of cursing and bitterness.”,“Ihe juru wom ọnụ bụ odudu ikwu yaa okwu ọjọọ.”
“Their feet are swift to shed blood;,“Ọkpa na-adịwo nkọ ije ogbugbu madụ;
"ruin and misery mark their ways,",ibe ọọbụla wo gabugeri bụm emebi ihe yaa ọlịla ihe na iyi bụ ihe a na-ahụ.
and the way of peace they do not know.”,Wo amagị nke aga na-ebu na udo.”
 “There is no fear of God before their eyes.”,“Wo asọtụgụm Chineke asọ na ndụ wo.”
" Now we know that whatever the law says, it says to those who are under the law, so that every mouth may be silenced and the whole world held accountable to God.","Ọbụ na ayị maarị na ihe ọọbụ[1]la iwu kwuru dịịrị ndem bu na okpuru iwu. Na madụ oohu tụba ire na ọnụ, maka na onye ọọbụla na ụwa je-eguzo na ihu Chineke sarị ọnụ a."
"Therefore no one will be declared righteous in God’s sight by the works of the law; rather, through the law we become conscious of our sin.","Ọ dịgị onye ọọbụla a je-asị na ọ bụ onye ụmara-ọma na ihu Chineke maka na o deberi iwu, kama, iwu bịarị bịa-eme ayị marị na ayị bụ nde ihe ọjọọ."
Righteousness Through Faith,Ịbụ Onye Ụmara-ọma Hite Na Ntụkwasịobu
"But now apart from the law the righteousness of God has been made known, to which the Law and the Prophets testify.","Ẹɦụọdị, e egusiwo ụmara-ọma hi na Chineke aabụgụ hite na edebe iwu. Ọ bụ a bụ ụzọm Iwu yaa nde amụma gbarị ama a."
"This righteousness is given through faith in Jesus Christ to all who believe. There is no difference between Jew and Gentile,",Ụmaraọmaa hi na Chineke na-ehite na madụ inwo ntụkwasịobu na Jisọs Karaịs. Chineke na-anabata onye ọọbụla nworu okwukwe na Jisọs Karaịs na-akpagị oke.
"for all have sinned and fall short of the glory of God,",Maka na madụ oohu emewo ihe ọjọọ erusigi inwote ebube Chineke.
and all are justified freely by his grace through the redemption that came by Christ Jesus.,Chineke ji ẹwụọma a na-agbafụta madụ oohu na ihe ọjọọ na amaka. Ọ garị ẹka Karaịs Jisọs mieri ayị a.
"God presented Christ as a sacrifice of atonement, through the shedding of his blood—to be received by faith. He did this to demonstrate his righteousness, because in his forbearance he had left the sins committed beforehand unpunished—","Chineke jiri Jisọs chụa ẹja udo maka ihe ọjọọ aayị na ọnwụ a. Ya o weri mee ye me iwe-ọkụ Chineke dajụa na isi ndem nworu ntụkwasịobu na Jisọs Karaịs. Chineke meri e ya ẹɦụm igusi na ọ bụ onye ikpe ọma, maka na o nworu ogologo ntachiobu ka ọọta ndem megeri ihe ọjọọ ẹkamgbe ichie ahụhụ."
"he did it to demonstrate his righteousness at the present time, so as to be just and the one who justifies those who have faith in Jesus.",Chineke meri ya ẹɦụm igusi na ọ bụ Onye ụmara-ọma na echeri e ayị nọ na ya. I gusikokwenu na ọ bụ onye ikpe ọma na-azọfụta nde nworu ntụkwasịobu na Jisọs.
"Where, then, is boasting? It is excluded. Because of what law? The law that requires works? No, because of the law that requires faith.","Ndakwanụa ihe madụ ji je-aba mba? Ọ dịsịgị! A garị ẹgaa mieri ayị a? Ọ bụ maka edebe iwu? Waa, kama ọ bụ maka inwo okwukwe."
For we maintain that a person is justified by faith apart from the works of the law.,"Maka na ayị na-ekwubu okwu na a na-anabata madụ na ihu Chineke hite na okwukwe onye ọ bụ nwo, ọ bụgụ na onye ọ bụ bụ onye na-edebe iwu."
"Or is God the God of Jews only? Is he not the God of Gentiles too? Yes, of Gentiles too,",Chineke ọ bụ nke nde Juu wo aanị wo? Ọ bụkọgụ Chineke nde aabụgụ nde Juu? Ọ bụkọ Chineke nde aabụgụ nde Juu.
"since there is only one God, who will justify the circumcised by faith and the uncircumcised through that same faith.","Maka na e nwonwe Chineke aanị, onye na-eme nde e seri ọnutu na wo abụrụ nde a nabatarị na ihu e hite na okwukwe wo, maa nde eesegi ọnutu na wo abụkọrụ nde a nabatarị na ihu e hiteko na okwukwe wo nwo."
"Do we, then, nullify the law by this faith? Not at all! Rather, we uphold the law.","Ọ fụtarị ahịaga na onwunwo okwukwe kagbuzuru Iwu? Waakwa, ọ bụgụ ya ẹɦụm, kamahudi ayị na-akwagide Iwu."
"What then shall we say that Abraham, our forefather according to the flesh, discovered in this matter?","Ndaa ihe ayị je-asị na Eburaham, nnade ochoroche aayị chọfụtarị na okwu e?"
"If, in fact, Abraham was justified by works, he had something to boast about—but not before God.","Ya ọ bụrụ na eziokwu na a gụrụ Eburaham na onye a nabatarị na ihu Chineke maka ihe ọ rụrụ, na unu amarị na o nworu ihe o kwesiri iji baa mba, ọbụ na ọ bụgụ na ihu Chineke."
"What does Scripture say? “Abraham believed God, and it was credited to him as righteousness.”","Ẹkwụkwọ nsọ kwudiri gịnị? “Eburaham kweteeri Chineke, a gụyeri e ye ka onye ụmara-ọma.”"
"Now to the one who works, wages are not credited as a gift but as an obligation.",Ọ na-ọbụje madụ rụa ọrụ na a kwụa ya ụgwọ-ọrụ a. Anagị asịje na a nịrị a ihe kama ọ bụ ihe o jiri ẹka a kpata.
"However, to the one who does not work but trusts God who justifies the ungodly, their faith is credited as righteousness.","Ọbụ na a na-agụ nde madụ nde ụmara-ọma na abụgụ maka ọrụ wo rụrụ, kama ọ bụ maka okwukwe wo nwo na Chineke na-agbaharị nde ihe ọjọọ."
David says the same thing when he speaks of the blessedness of the one to whom God credits righteousness apart from works:,"Devidi kwukoru okwu bayeri ihe dị ya ẹɦụm na mgbe o kwuru okwu sị na onyem aadịgị ihe ọ rụrụ kama ya o nwoe ntụkwasịobu, Chineke gụa Onye Ụmara-ọma bụ onye a gọziri agọzi: 274 Nde Rom "
"“Blessed are those whose transgressions are forgiven, whose sins are covered.","“Ndem a gbahawooru ihe ọjọọ wo, bụ ndem e welehiworu ihe ọjọọ wo, bụ nde a gọziri agọzi."
Blessed is the one whose sin the Lord will never count against them.”,"Onyem Onyenwoayị aamagị arịtasị ihe ọjọọ ya, bụ onye a gọziri agọzi.”"
"Is this blessedness only for the circumcised, or also for the uncircumcised? We have been saying that Abraham’s faith was credited to him as righteousness.","Ya ngọzie Devidi kwuru okwu e, ọ bụ nke nde e seri ọnutu woanị wo saa o rubekoeri ndem eesedigi ọnụ-utu? Ayị na-ekwu em ẹkamgbe na okwukwe Eburaham nworu meri e jiri gụ a na onye ụmara-ọma."
